@,B,D,$,F,&,G,I,L,M,N,O,Q,U,V,Y,~,
LU0140354605,0.00|0.00|0.00,3.8.19,90.00,EUR,2,1.000000,43.817,|[Privatgiro],"Kauf AT 08.03.2019 St 2,054 zu 43,820000EUR Deka-EuroFlex Plus TF",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.054000,90.00,3.14.19,Deka-EuroFlex Plus TF,765984,
DE000DK2CDS0,0.00|0.00|0.00,3.14.19,40.00,EUR,2,1.000000,160.000,|[Privatgiro],Lohn/Gehalt 00006802/201903,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.250000,40.00,3.18.19,Deka-DividendenStrategie CF (A),DK2CDS,
DE0005424519,0.00|0.00|0.00,3.15.19,144.00,EUR,2,1.000000,77.295,|[Privatgiro],"Kauf AT 15.03.2019 St 1,863 zu 78,310000EUR Rabatt 1,280Proz AA 3,500P",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.863000,144.00,3.21.19,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,3.18.19,100.00,EUR,2,1.000000,150.830,|[Privatgiro],"Kauf AT 18.03.2019 St 0,663 zu 150,800000EUR Deka-ConvergenceAktien T",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.663000,100.00,3.22.19,Deka-ConvergenceAktien TF,940542,
LU0140354605,0.00|0.00|0.00,4.10.19,90.00,EUR,2,1.000000,43.967,|[Privatgiro],"Kauf AT 08.04.2019 St 2,047 zu 43,960000EUR Deka-EuroFlex Plus TF",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.047000,90.00,4.12.19,Deka-EuroFlex Plus TF,765984,
DE000DK2CDS0,0.00|0.00|0.00,4.12.19,40.00,EUR,2,1.000000,163.265,|[Privatgiro],Lohn/Gehalt 00006802/201904,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.245000,40.00,4.16.19,Deka-DividendenStrategie CF (A),DK2CDS,
LU0140354605,0.00|0.00|0.00,4.15.19,550.00,EUR,2,1.000000,43.961,Kursgewinne:Realisierte Gewinne|[Privatgiro],"Verkauf AT 15.04.2019 St 12,511 zu 43,960000EUR Deka-EuroFlex Plus TF",Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,12.511000,550.00,4.18.19,Deka-EuroFlex Plus TF,765984,
DE0005424519,0.00|0.00|0.00,4.15.19,144.00,EUR,2,1.000000,79.602,|[Privatgiro],"Kauf AT 15.04.2019 St 1,809 zu 80,620000EUR Rabatt 1,280Proz AA 3,500P",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.809000,144.00,4.23.19,Deka-BR 100,542451,
LU0140354605,0.00|0.00|0.00,4.23.19,195.10,EUR,2,1.000000,43.981,Kursgewinne:Realisierte Gewinne|[Privatgiro],"VERKAUF RESTBESTAND Verkauf AT 18.04.2019 St 4,436 zu 43,980000EUR Dek",Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,4.436000,195.10,4.25.19,Deka-EuroFlex Plus TF,765984,
LU0133666759,0.00|0.00|0.00,4.24.19,100.00,EUR,2,1.000000,153.374,|[Privatgiro],"Kauf AT 18.04.2019 St 0,652 zu 153,370000EUR Deka-�ConvergenceAktien T",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.652000,100.00,4.26.19,Deka-ConvergenceAktien TF,940542,
LU0140354605,0.00|0.00|0.00,4.24.19,195.10,EUR,2,1.000000,43.981,|[Privatgiro],"Kauf AT 24.04.2019 St 4,436 zu 43,980000EUR Deka-EuroFlex",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,4.436000,195.10,4.26.19,Deka-EuroFlex Plus TF,765984,
LU0140354605,0.00|0.00|0.00,5.8.19,90.00,EUR,2,1.000000,44.031,|[Privatgiro],"Kauf AT 08.05.2019 St 2,044 zu 44,040000EUR Deka-EuroFlex Plus TF",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.044000,90.00,5.14.19,Deka-EuroFlex Plus TF,765984,
DE000DK2CDS0,0.00|0.00|0.00,5.14.19,40.00,EUR,2,1.000000,160.643,|[Privatgiro],Lohn/Gehalt 00006802/201905,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.249000,40.00,5.16.19,Deka-DividendenStrategie CF (A),DK2CDS,
DE0005424519,,5.16.19,,EUR,2,1.000000,78.640,,Zulagenzahlung 2018,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.147000,168.84,5.16.19,Deka-BR 100,542451,
DE0005424519,0.00|0.00|0.00,5.17.19,144.00,EUR,2,1.000000,78.176,|[Privatgiro],"Kauf AT 15.05.2019 St 1,842 zu 79,200000EUR Rabatt 1,280Proz AA",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.842000,144.00,5.21.19,Deka-BR 100,542451,
DE000DK2CDS0,,5.17.19,,EUR,2,1.000000,155.085,,Ertrag/Zinsen,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.059000,9.15,5.17.19,Deka-DividendenStrategie CF (A),DK2CDS,
LU0133666759,0.00|0.00|0.00,5.20.19,100.00,EUR,2,1.000000,148.810,|[Privatgiro],"Kauf AT 20.05.2019 St 0,672 zu 148,880000EUR",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.672000,100.00,5.24.19,Deka-ConvergenceAktien TF,940542,
DE000DK2CDS0,0.00|0.00|0.00,6.13.19,40.00,EUR,2,1.000000,161.290,|[Privatgiro],Lohn/Gehalt 00006802/201906,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.248000,40.00,6.17.19,Deka-DividendenStrategie CF (A),DK2CDS,
DE0005424519,0.00|0.00|0.00,6.17.19,144.00,EUR,2,1.000000,79.208,|[Privatgiro],"Kauf AT 17.06.2019 St 1,818 zu 80,240000EUR Rabatt 1,280Proz AA",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.818000,144.00,6.21.19,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,6.18.19,100.00,EUR,2,1.000000,160.514,|[Privatgiro],"Kauf AT 18.06.2019 St 0,623 zu 160,560000EUR",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.623000,100.00,6.25.19,Deka-ConvergenceAktien TF,940542,
DE0005424519,,6.25.19,,EUR,2,1.000000,78.220,,Steuererstattung,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.072000,5.63,6.25.19,Deka-BR 100,542451,
LU0140354605,0.00|0.00|0.00,7.10.19,90.00,EUR,2,1.000000,44.270,|[Privatgiro],"Kauf AT 08.07.2019 St 2,033 zu 44,270000EUR Deka-EuroFlex Plus TF",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.033000,90.00,7.8.19,Deka-EuroFlex Plus TF,765984,
DE000DK2CDS0,0.00|0.00|0.00,7.12.19,40.00,EUR,2,1.000000,165.289,|[Privatgiro],Lohn/Gehalt 00006802/201907,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.242000,40.00,7.16.19,Deka-DividendenStrategie CF (A),DK2CDS,
DE0005424519,0.00|0.00|0.00,7.17.19,144.00,EUR,2,1.000000,81.958,|[Privatgiro],"Kauf AT 15.07.2019 St 1,757 zu 83,000000EUR Rabatt 1,280Proz AA",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.757000,144.00,7.15.19,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,7.22.19,100.00,EUR,2,1.000000,166.667,|[Privatgiro],"Kauf AT 18.07.2019 St 0,600 zu 166,750000EUR",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.600000,100.00,7.18.19,Deka-ConvergenceAktien TF,940542,
LU0140354605,0.00|0.00|0.00,8.12.19,90.00,EUR,2,1.000000,44.401,|[Privatgiro],"Kauf AT 08.08.2019 St 2,027 zu 44,390000EUR Deka-EuroFlex Plus TF",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.027000,90.00,8.8.19,Deka-EuroFlex Plus TF,765984,
DE000DK2CDS0,0.00|0.00|0.00,8.14.19,40.00,EUR,2,1.000000,160.000,|[Privatgiro],Lohn/Gehalt 00006802/201908,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.250000,40.00,8.16.19,Deka-DividendenStrategie CF (A),DK2CDS,
DE0005424519,0.00|0.00|0.00,8.19.19,144.00,EUR,2,1.000000,78.176,|[Privatgiro],"Kauf AT 15.08.2019 St 1,842 zu 79,190000EUR Rabatt 1,280Proz AA",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.842000,144.00,8.15.19,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,8.21.19,100.00,EUR,2,1.000000,156.250,|[Privatgiro],"Kauf AT 19.08.2019 St 0,640 zu 156,250000EUR",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.640000,100.00,8.23.19,Deka-ConvergenceAktien TF,940542,
LU0140354605,0.00|0.00|0.00,9.11.19,90.00,EUR,2,1.000000,44.357,|[Privatgiro],"Kauf AT 09.09.2019 St 2,029 zu 44,350000EUR Deka-EuroFlex Plus TF",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.029000,90.00,9.9.19,Deka-EuroFlex Plus TF,765984,
DE000DK2CDS0,0.00|0.00|0.00,9.12.19,40.00,EUR,2,1.000000,168.776,|[Privatgiro],Lohn/Gehalt 00006802/201909,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.237000,40.00,9.16.19,Deka-DividendenStrategie CF (A),DK2CDS,
DE0005424519,0.00|0.00|0.00,9.18.19,144.00,EUR,2,1.000000,83.527,|[Privatgiro],"Kauf AT 16.09.2019 St 1,724 zu 84,630000EUR Rabatt 1,280Proz AA",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.724000,144.00,9.16.19,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,9.20.19,100.00,EUR,2,1.000000,169.205,|[Privatgiro],"Kauf AT 18.09.2019 St 0,591 zu 169,150000EUR",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.591000,100.00,9.18.19,Deka-ConvergenceAktien TF,940542,
LU0140354605,0.00|0.00|0.00,10.8.19,90.00,EUR,2,1.000000,44.379,|[Privatgiro],"Kauf AT 08.10.2019 St 2,028 zu 44,380000EUR Deka-EuroFlex Plus TF",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.028000,90.00,10.14.19,Deka-EuroFlex Plus TF,765984,
DE000DK2CDS0,0.00|0.00|0.00,10.14.19,40.00,EUR,2,1.000000,168.776,|[Privatgiro],Lohn/Gehalt 00006802/201910,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.237000,40.00,10.16.19,Deka-DividendenStrategie CF (A),DK2CDS,
DE0005424519,0.00|0.00|0.00,10.15.19,144.00,EUR,2,1.000000,82.997,|[Privatgiro],"Kauf AT 15.10.2019 St 1,735 zu 84,090000EUR Rabatt 1,280Proz AA",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.735000,144.00,10.21.19,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,10.18.19,100.00,EUR,2,1.000000,166.945,|[Privatgiro],"Kauf AT 18.10.2019 St 0,599 zu 167,040000EUR",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.599000,100.00,10.24.19,Deka-ConvergenceAktien TF,940542,
LU0140354605,0.00|0.00|0.00,11.12.19,90.00,EUR,2,1.000000,44.313,|[Privatgiro],"Kauf AT 08.11.2019 St 2,031 zu 44,310000EUR Deka-EuroFlex Plus TF",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.031000,90.00,11.8.19,Deka-EuroFlex Plus TF,765984,
DE000DK2CDS0,0.00|0.00|0.00,11.14.19,40.00,EUR,2,1.000000,170.940,|[Privatgiro],Lohn/Gehalt 00006802/201911,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.234000,40.00,11.18.19,Deka-DividendenStrategie CF (A),DK2CDS,
DE000DK2CDS0,,11.15.19,,EUR,2,1.000000,165.120,,Ertrag/Zinsen,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.082000,13.54,11.15.19,Deka-DividendenStrategie CF (A),DK2CDS,
LU0133666759,,11.15.19,,EUR,2,1.000000,172.630,,Ertrag/Zinsen,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.399000,68.88,11.15.19,Deka-ConvergenceAktien TF,940542,
DE0005424519,0.00|0.00|0.00,11.15.19,144.00,EUR,2,1.000000,86.435,|[Privatgiro],"Kauf AT 15.11.2019 St 1,666 zu 87,560000EUR Rabatt 1,280Proz AA",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.666000,144.00,11.21.19,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,11.18.19,100.00,EUR,2,1.000000,173.010,|[Privatgiro],"Kauf AT 18.11.2019 St 0,578 zu 172,990000EUR",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.578000,100.00,11.25.19,Deka-ConvergenceAktien TF,940542,
LU0140354605,0.00|0.00|0.00,12.9.19,90.00,EUR,2,1.000000,44.291,|[Privatgiro],"Kauf AT 09.12.2019 St 2,032 zu 44,300000EUR Deka-EuroFlex Plus TF",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.032000,90.00,12.13.19,Deka-EuroFlex Plus TF,765984,
,,12.10.19,10.00,EUR,-1,1.000000,,Bankgeb�hren|[Privatgiro],"0119091767 DEKABANK DEPOT DEPOTPREIS 2019 0,00",Ausgabe,,0.000000,10.00,12.10.19,,,
DE0005424519,,12.10.19,,EUR,2,1.000000,84.819,,Steuererstattung,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.083000,7.04,12.10.19,Deka-BR 100,542451,
DE000DK2CDS0,0.00|0.00|0.00,12.12.19,40.00,EUR,2,1.000000,173.160,|[Privatgiro],Lohn/Gehalt 00006802/201912,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.231000,40.00,12.16.19,Deka-DividendenStrategie CF (A),DK2CDS,
DE0005424519,0.00|0.00|0.00,12.16.19,144.00,EUR,2,1.000000,87.966,|[Privatgiro],"AT 16.12.2019 St 1,637 zu 89,120000EUR Rabatt 1,280Proz AA",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.637000,144.00,12.20.19,Deka-BR 100,542451,
LU0140354605,0.00|0.00|0.00,12.18.19,370.00,EUR,2,1.000000,44.253,Kursgewinne:Realisierte Gewinne|[Privatgiro],"Verkauf AT 18.12.2019 St 8,361 zu 44,320000EUR Steuer 0,58",Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8.361000,370.00,12.23.19,Deka-EuroFlex Plus TF,765984,
LU0133666759,0.00|0.00|0.00,12.18.19,100.00,EUR,2,1.000000,176.367,|[Privatgiro],"Kauf AT 18.12.2019 St 0,567 zu 176,250000EUR",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.567000,100.00,12.24.19,Deka-ConvergenceAktien TF,940542,
LU0140354605,0.00|0.00|0.00,1.8.20,90.00,EUR,2,1.000000,44.357,|[Privatgiro],"Kauf AT 08.01.2020 St 2,029 zu 44,360000EUR Deka-EuroFlex Plus TF",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.029000,90.00,1.14.20,Deka-EuroFlex Plus TF,765984,
DE000DK2CDS0,0.00|0.00|0.00,1.14.20,40.00,EUR,2,1.000000,175.439,|[Privatgiro],Lohn/Gehalt 00006802/202001,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.228000,40.00,1.16.20,Deka-DividendenStrategie CF (A),DK2CDS,
DE0005424519,0.00|0.00|0.00,1.15.20,144.00,EUR,2,1.000000,90.113,|[Privatgiro],"Kauf AT 15.01.2020 St 1,598 zu 91,290000EUR Rabatt 1,280Proz AA",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.598000,144.00,1.21.20,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,1.20.20,100.00,EUR,2,1.000000,189.036,|[Privatgiro],"Kauf AT 20.01.2020 St 0,529 zu 189,000000EUR",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.529000,100.00,1.24.20,Deka-ConvergenceAktien TF,940542,
LU0140354605,0.00|0.00|0.00,2.10.20,90.00,EUR,2,1.000000,44.599,|[Privatgiro],"Kauf AT 10.02.2020 St 2,018 zu 44,590000EUR Deka-EuroFlex Plus TF",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.018000,90.00,2.14.20,Deka-EuroFlex Plus TF,765984,
DE000DK2CDS0,0.00|0.00|0.00,2.13.20,40.00,EUR,2,1.000000,179.372,|[Privatgiro],Lohn/Gehalt 00006802/202002,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.223000,40.00,2.17.20,Deka-DividendenStrategie CF (A),DK2CDS,
DE0005424519,0.00|0.00|0.00,2.17.20,162.00,EUR,2,1.000000,93.426,|[Privatgiro],"Kauf AT 17.02.2020 St 1,734 zu 94,660000EUR Rabatt 1,280Proz AA",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.734000,162.00,2.21.20,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,2.18.20,100.00,EUR,2,1.000000,181.159,|[Privatgiro],"Kauf AT 18.02.2020 St 0,552 zu 181,300000EUR",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.552000,100.00,2.24.20,Deka-ConvergenceAktien TF,940542,
LU0140354605,,2.21.20,,EUR,2,1.000000,44.792,,Ertrag/Zinsen,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.048000,2.15,2.21.20,Deka-EuroFlex Plus TF,765984,
LU0140354605,0.00|0.00|0.00,3.9.20,90.00,EUR,2,1.000000,44.401,|[Privatgiro],"Kauf AT 09.03.2020 St 2,027 zu 44,390000EUR Deka-EuroFlex Plus TF",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.027000,90.00,3.13.20,Deka-EuroFlex Plus TF,765984,
DE000DK2CDS0,0.00|0.00|0.00,3.12.20,40.00,EUR,2,1.000000,129.450,|[Privatgiro],Lohn/Gehalt 00006802/202003,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.309000,40.00,3.16.20,Deka-DividendenStrategie CF (A),DK2CDS,
DE0005424519,0.00|0.00|0.00,3.16.20,162.00,EUR,2,1.000000,74.278,|[Privatgiro],"Kauf AT 16.03.2020 St 2,181 zu 75,240000EUR Rabatt 1,280Proz AA",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.181000,162.00,3.20.20,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,3.18.20,100.00,EUR,2,1.000000,115.741,|[Privatgiro],"Kauf AT 18.03.2020 St 0,864 zu 115,740000EUR",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.864000,100.00,3.24.20,Deka-ConvergenceAktien TF,940542,
LU0140354605,0.00|0.00|0.00,4.8.20,90.00,EUR,2,1.000000,40.669,|[Privatgiro],"Kauf AT 08.04.2020 St 2,213 zu 40,660000EUR Deka-EuroFlex Plus TF",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.213000,90.00,4.16.20,Deka-EuroFlex Plus TF,765984,
DE000DK2CDS0,0.00|0.00|0.00,4.14.20,40.00,EUR,2,1.000000,144.404,|[Privatgiro],Lohn/Gehalt 00006802/202004,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.277000,40.00,4.16.20,Deka-DividendenStrategie CF (A),DK2CDS,
DE0005424519,0.00|0.00|0.00,4.15.20,162.00,EUR,2,1.000000,76.814,|[Privatgiro],"Kauf AT 15.04.2020 St 2,109 zu 77,800000EUR Rabatt 1,280Proz AA",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.109000,162.00,4.21.20,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,4.20.20,100.00,EUR,2,1.000000,136.986,|[Privatgiro],"Kauf AT 20.04.2020 St 0,730 zu 137,070000EUR",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.730000,100.00,4.24.20,Deka-ConvergenceAktien TF,940542,
LU0140354605,0.00|0.00|0.00,4.22.20,550.00,EUR,2,1.000000,40.850,Kursgewinne:Realisierte Gewinne|[Privatgiro],"Verkauf AT 22.04.2020 St 13,464 zu 40,850000EUR Deka-EuroFlex Plus TF",Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,13.464000,550.00,4.27.20,Deka-EuroFlex Plus TF,765984,
LU0140354605,0.00|0.00|0.00,5.4.20,214.24,EUR,2,1.000000,41.439,Kursgewinne:Realisierte Gewinne|[Privatgiro],"Verkauf AT 04.05.2020 St 5,170 zu 41,440000EUR Deka-EuroFlex Plus TF",Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,5.170000,214.24,5.6.20,Deka-EuroFlex Plus TF,765984,
DE000DK2CDS0,0.00|0.00|0.00,5.14.20,40.00,EUR,2,1.000000,144.404,|[Privatgiro],Lohn/Gehalt 00006802/202005,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.277000,40.00,5.18.20,Deka-DividendenStrategie CF (A),DK2CDS,
DE0005424519,0.00|0.00|0.00,5.15.20,162.00,EUR,2,1.000000,78.110,|[Privatgiro],"Kauf AT 15.05.2020 St 2,074 zu 79,130000EUR Rabatt 1,280Proz AA",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.074000,162.00,5.21.20,Deka-BR 100,542451,
DE0005424519,,5.15.20,,EUR,2,1.000000,78.115,,Zulagenzahlung 2019,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.011000,157.09,5.15.20,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,5.18.20,100.00,EUR,2,1.000000,142.450,|[Privatgiro],"Kauf AT 18.05.2020 St 0,702 zu 142,440000EUR",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.702000,100.00,5.22.20,Deka-ConvergenceAktien TF,940542,
DE000DK2CDS0,,5.22.20,,EUR,2,1.000000,140.083,,Ertrag/Zinsen,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.120000,16.81,5.22.20,Deka-DividendenStrategie CF (A),DK2CDS,
DE000DK2CDS0,0.00|0.00|0.00,6.12.20,40.00,EUR,2,1.000000,147.059,|[Privatgiro],Lohn/Gehalt 00006802/202006,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.272000,40.00,6.15.20,Deka-DividendenStrategie CF (A),DK2CDS,
DE0005424519,0.00|0.00|0.00,6.15.20,162.00,EUR,2,1.000000,78.110,|[Privatgiro],"Kauf AT 15.06.2020 St 2,074 zu 79,130000EUR Rabatt 1,280Proz AA",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.074000,162.00,6.19.20,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,6.18.20,100.00,EUR,2,1.000000,151.515,|[Privatgiro],"Kauf AT 18.06.2020 St 0,660 zu 151,410000EUR",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.660000,100.00,6.24.20,Deka-ConvergenceAktien TF,940542,
DE000DK2CDS0,0.00|0.00|0.00,7.14.20,40.00,EUR,2,1.000000,152.672,|[Privatgiro],Lohn/Gehalt 00006802/202007,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.262000,40.00,7.15.20,Deka-DividendenStrategie CF (A),DK2CDS,
DE0005424519,0.00|0.00|0.00,7.15.20,162.00,EUR,2,1.000000,80.677,|[Privatgiro],"Kauf AT 15.07.2020 St 2,008 zu 81,710000EUR Rabatt 1,280Proz AA",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.008000,162.00,7.21.20,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,7.20.20,100.00,EUR,2,1.000000,147.929,|[Privatgiro],"Kauf AT 20.07.2020 St 0,676 zu 147,950000EUR",Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.676000,100.00,7.24.20,Deka-ConvergenceAktien TF,940542,
